borrower_id,borrower_name,department,book_id,title,author,category,subcategory,publication_year,borrow_date,return_date
7143,Rina Kurniawan,Operations,1174,The Science of Gravity,Agus Saputra,Seni,Musik,1990,2025-06-17,2025-07-10
7144,Agus Nugroho,IT,1179,Exploring Nature,Agus Wijaya,Seni,Seni Rupa,2004,2025-03-05,2025-03-12
7144,Agus Nugroho,IT,1159,Mastering Chemistry,Citra Sukma,Seni,Teater,2012,2024-08-06,2024-08-20
7144,Agus Nugroho,IT,1073,The Art of Painting,Umar Wijaya,Sains,Biologi,1990,2024-12-07,2024-12-27
7145,Joko Kusuma,Operations,1015,The Art of Painting,Indah Ramadhan,Fiksi,Novel,1998,2024-11-17,2024-12-11
7145,Joko Kusuma,Operations,1245,Mastering Physics,Lina Wijaya,Sains,Fisika,2004,2025-03-05,2025-04-01
7145,Joko Kusuma,Operations,1285,The World of Medicine,Gita Fauzi,Teknologi,Keamanan Siber,2021,2024-12-10,2025-01-03
7146,Maya Santoso,IT,1117,The Science of Quantum Mechanics,Maya Setiawan,Teknologi,Jaringan,2001,2025-05-06,2025-05-17
7147,Fajar Setiawan,Marketing,1246,A Journey through the Universe,Kiki Setiawan,Sains,Kimia,2023,2023-10-15,2023-10-24
7148,Umar Saputra,R&D,1106,A Journey through the City,Sari Wibowo,Teknologi,Pemrograman,1994,2025-01-05,2025-01-30
7148,Umar Saputra,R&D,1295,Mastering Mathematics,Maya Fauzi,Fiksi,Cerita Pendek,2017,2025-02-28,2025-03-22
7148,Umar Saputra,R&D,1067,The Future of AI,Sari Sari,Fiksi,Drama,2017,2024-02-20,2024-03-14
7148,Umar Saputra,R&D,1276,Mastering Chemistry,Sari Nugroho,Sains,Matematika,2016,2025-01-30,2025-02-12
7149,Citra Nugroho,IT,1290,The History of Discovery,Lina Sukma,Seni,Fotografi,2018,2024-03-05,2024-03-30
7149,Citra Nugroho,IT,1185,The History of Revolution,Hadi Gunawan,Seni,Seni Rupa,2004,2024-01-03,2024-01-25
7149,Citra Nugroho,IT,1209,The Science of Evolution,Nina Prasetyo,Seni,Seni Rupa,2019,2025-07-23,2025-08-17
7150,Maya Wibowo,Sales,1218,The History of Revolution,Umar Nugroho,Fiksi,Drama,1995,2023-09-18,2023-10-02
7151,Gita Lestari,HR,1002,The History of Invention,Citra Wijaya,Sains,Fisika,2004,2025-08-28,2025-09-05
7151,Gita Lestari,HR,1009,The Art of Cooking,Tina Kurniawan,Historis,Sejarah Lokal,2004,2024-03-11,2024-04-03
7151,Gita Lestari,HR,1165,The History of Revolution,Rina Gunawan,Fiksi,Puisi,2022,2025-01-21,2025-02-06
7151,Gita Lestari,HR,1040,A Journey through the Universe,Sari Wibowo,Seni,Teater,1998,2024-08-21,2024-09-18
7152,Citra Kusuma,HR,1081,Exploring Technology,Umar Kusuma,Teknologi,Keamanan Siber,2011,2023-12-03,2024-01-02
7152,Citra Kusuma,HR,1001,The World of Engineering,Kiki Setiawan,Seni,Musik,1995,2025-01-22,2025-02-09
7153,Joko Yulianto,Sales,1203,The Future of IoT,Budi Lestari,Teknologi,AI,2003,2024-06-18,2024-07-11
7154,Putri Gunawan,IT,1028,The World of Astronomy,Citra Wibowo,Sains,Matematika,2005,2024-06-11,2024-06-30
7155,Nina Kusuma,Customer Service,1009,The Art of Cooking,Tina Kurniawan,Historis,Sejarah Lokal,2004,2024-03-03,2024-03-22
7155,Nina Kusuma,Customer Service,1050,Exploring Nature,Citra Nugroho,Historis,Sejarah Dunia,2016,2025-08-07,2025-09-04
7155,Nina Kusuma,Customer Service,1182,Exploring Culture,Sari Santoso,Fiksi,Cerita Pendek,2014,2025-04-16,2025-05-07
7156,Indah Nugroho,IT,1117,The Science of Quantum Mechanics,Maya Setiawan,Teknologi,Jaringan,2001,2024-10-21,2024-10-29
7157,Putri Kurniawan,Operations,1277,Understanding Power,Budi Kurniawan,Historis,Biografi,1991,2023-09-23,2023-10-18
7157,Putri Kurniawan,Operations,1096,The Science of Relativity,Agus Lestari,Seni,Musik,2021,2024-09-25,2024-10-18
7157,Putri Kurniawan,Operations,1103,The Science of Evolution,Kiki Hidayat,Sains,Matematika,2019,2025-01-27,2025-02-07
7158,Hadi Kurniawan,Marketing,1273,Understanding Love,Sari Lestari,Sains,Kimia,2019,2023-12-09,2023-12-24
7158,Hadi Kurniawan,Marketing,1005,The Science of Quantum Mechanics,Eka Fauzi,Historis,Sejarah Lokal,2021,2024-08-18,2024-09-08
7158,Hadi Kurniawan,Marketing,1218,The History of Revolution,Umar Nugroho,Fiksi,Drama,1995,2025-05-10,2025-05-21
7158,Hadi Kurniawan,Marketing,1025,The Art of Cooking,Rina Gunawan,Teknologi,Keamanan Siber,2011,2024-05-01,2024-05-12
7159,Maya Halim,Finance,1272,The Science of Gravity,Hadi Hidayat,Fiksi,Novel,2008,2025-08-30,2025-09-09
7159,Maya Halim,Finance,1175,A Journey through the Universe,Rina Putra,Sains,Biologi,2013,2025-06-06,2025-07-03
7159,Maya Halim,Finance,1256,A Journey through the Universe,Citra Kusuma,Sains,Kimia,2020,2024-12-24,2024-12-31
7160,Dewi Yulianto,HR,1289,The Art of Programming,Rina Saputra,Historis,Sejarah Lokal,2000,2024-11-25,2024-12-17
7161,Umar Halim,IT,1066,The Science of Quantum Mechanics,Putri Sukma,Teknologi,Pemrograman,1994,2024-09-02,2024-09-11
7162,Tina Kusuma,HR,1287,The Innovative Art,Citra Sukma,Historis,Biografi,1993,2024-02-15,2024-03-10
7163,Lina Kusuma,Marketing,1076,The Future of VR,Kiki Hidayat,Teknologi,Jaringan,2011,2024-12-13,2024-12-20
7163,Lina Kusuma,Marketing,1289,The Art of Programming,Rina Saputra,Historis,Sejarah Lokal,2000,2024-06-11,2024-07-06
7164,Gita Halim,Operations,1082,The History of Discovery,Agus Yulianto,Fiksi,Cerita Pendek,2009,2024-08-05,2024-08-15
7164,Gita Halim,Operations,1052,The Ancient Art,Dewi Fauzi,Historis,Sejarah Dunia,2019,2023-11-28,2023-12-18
7164,Gita Halim,Operations,1175,A Journey through the Universe,Rina Putra,Sains,Biologi,2013,2024-04-13,2024-05-09
7164,Gita Halim,Operations,1274,The World of Ecology,Eka Wibowo,Seni,Fotografi,1990,2025-07-02,2025-07-23
7164,Gita Halim,Operations,1190,The Great Art,Putri Prasetyo,Teknologi,Pemrograman,2004,2023-12-04,2023-12-20
7165,Umar Lestari,HR,1171,The Science of Gravity,Hadi Wijaya,Teknologi,Pemrograman,2020,2024-07-23,2024-08-04
7165,Umar Lestari,HR,1235,Mastering Chemistry,Kiki Fauzi,Fiksi,Drama,1995,2024-07-12,2024-08-05
7165,Umar Lestari,HR,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2024-12-31,2025-01-14
7165,Umar Lestari,HR,1056,The Modern Science,Gita Ramadhan,Sains,Biologi,2020,2025-04-28,2025-05-18
7166,Fajar Ramadhan,IT,1040,A Journey through the Universe,Sari Wibowo,Seni,Teater,1998,2024-05-10,2024-06-08
7166,Fajar Ramadhan,IT,1264,The Science of Quantum Mechanics,Maya Lestari,Sains,Biologi,2019,2023-11-20,2023-12-02
7166,Fajar Ramadhan,IT,1279,The Ancient Adventure,Maya Santoso,Teknologi,AI,1997,2024-07-13,2024-08-09
7167,Tina Halim,Customer Service,1222,The World of Medicine,Sari Ramadhan,Fiksi,Cerita Pendek,2015,2025-01-13,2025-01-25
7167,Tina Halim,Customer Service,1236,The World of Medicine,Agus Sukma,Fiksi,Cerita Pendek,2011,2024-05-31,2024-06-16
7168,Gita Wibowo,Marketing,1155,The Future of AI,Tina Setiawan,Historis,Biografi,2007,2025-01-29,2025-02-10
7168,Gita Wibowo,Marketing,1236,The World of Medicine,Agus Sukma,Fiksi,Cerita Pendek,2011,2025-05-20,2025-06-08
7168,Gita Wibowo,Marketing,1265,The History of Discovery,Indah Halim,Fiksi,Puisi,2011,2024-09-14,2024-10-06
7169,Dewi Saputra,R&D,1114,Understanding Courage,Putri Setiawan,Seni,Teater,1998,2024-02-17,2024-03-14
7169,Dewi Saputra,R&D,1265,The History of Discovery,Indah Halim,Fiksi,Puisi,2011,2025-04-17,2025-04-25
7169,Dewi Saputra,R&D,1022,Exploring Technology,Umar Putra,Teknologi,Pemrograman,2012,2024-04-28,2024-05-13
7170,Sari Santoso,Sales,1150,Understanding Power,Umar Sari,Historis,Sejarah Lokal,2018,2025-04-27,2025-05-17
7170,Sari Santoso,Sales,1241,The World of Engineering,Dewi Wibowo,Seni,Fotografi,1994,2023-10-31,2023-11-27
7171,Agus Wijaya,Sales,1033,A Journey through the Universe,Oka Nugroho,Teknologi,Jaringan,2013,2024-11-12,2024-12-11
7172,Lina Halim,Marketing,1212,The Art of Painting,Joko Sukma,Fiksi,Novel,2023,2024-10-29,2024-11-17
7172,Lina Halim,Marketing,1065,Understanding Wisdom,Citra Halim,Fiksi,Novel,2018,2025-08-21,2025-09-19
7172,Lina Halim,Marketing,1147,The Future of Blockchain,Oka Yulianto,Historis,Sejarah Lokal,2015,2024-01-29,2024-02-09
7172,Lina Halim,Marketing,1085,The Science of Quantum Mechanics,Rina Setiawan,Teknologi,AI,2008,2024-09-18,2024-10-03
7173,Umar Kusuma,HR,1211,The Future of AI,Kiki Fauzi,Fiksi,Cerita Pendek,2002,2023-11-03,2023-11-29
7173,Umar Kusuma,HR,1118,The History of Discovery,Lina Hidayat,Historis,Sejarah Dunia,1993,2023-12-05,2024-01-03
7174,Indah Wijaya,Finance,1075,A Journey through the Jungle,Dewi Ramadhan,Seni,Teater,1991,2023-12-30,2024-01-28
7174,Indah Wijaya,Finance,1238,The Future of IoT,Maya Ramadhan,Fiksi,Novel,1991,2024-01-04,2024-01-25
7174,Indah Wijaya,Finance,1123,The Science of Evolution,Agus Wibowo,Teknologi,AI,2019,2024-03-16,2024-03-28
7175,Maya Wibowo,Finance,1251,The Future of Blockchain,Dewi Santoso,Seni,Musik,2002,2025-04-17,2025-04-24
7175,Maya Wibowo,Finance,1168,Mastering Physics,Tina Pratama,Seni,Fotografi,2009,2023-09-21,2023-10-18
7175,Maya Wibowo,Finance,1215,The Art of Programming,Dewi Halim,Sains,Kimia,2002,2023-11-16,2023-12-09
7176,Indah Kusuma,Marketing,1168,Mastering Physics,Tina Pratama,Seni,Fotografi,2009,2024-06-15,2024-07-06
7176,Indah Kusuma,Marketing,1270,The Future of VR,Umar Ramadhan,Teknologi,AI,2007,2024-07-19,2024-07-31
7177,Fajar Prasetyo,Marketing,1213,Mastering Mathematics,Gita Santoso,Seni,Teater,2022,2025-01-10,2025-01-19
7177,Fajar Prasetyo,Marketing,1212,The Art of Painting,Joko Sukma,Fiksi,Novel,2023,2024-09-05,2024-09-19
7177,Fajar Prasetyo,Marketing,1246,A Journey through the Universe,Kiki Setiawan,Sains,Kimia,2023,2025-05-11,2025-05-18
7178,Fajar Lestari,R&D,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2024-05-08,2024-05-27
7178,Fajar Lestari,R&D,1238,The Future of IoT,Maya Ramadhan,Fiksi,Novel,1991,2024-08-07,2024-08-14
7179,Budi Sari,IT,1288,The History of War,Sari Ramadhan,Teknologi,AI,2002,2024-11-25,2024-12-11
7179,Budi Sari,IT,1008,The Art of Cooking,Rina Gunawan,Teknologi,Keamanan Siber,2017,2024-12-17,2025-01-06
7179,Budi Sari,IT,1294,The Future of AI,Maya Sukma,Fiksi,Cerita Pendek,2022,2023-11-18,2023-12-15
7179,Budi Sari,IT,1019,The World of Medicine,Lina Wijaya,Seni,Fotografi,2012,2024-07-25,2024-08-10
7179,Budi Sari,IT,1028,The World of Astronomy,Citra Wibowo,Sains,Matematika,2005,2024-02-06,2024-02-27
7180,Rina Halim,Marketing,1162,Mastering Chemistry,Rina Sukma,Historis,Biografi,1990,2024-06-26,2024-07-08
7180,Rina Halim,Marketing,1133,The World of Medicine,Rina Sukma,Seni,Seni Rupa,2013,2025-06-27,2025-07-11
7180,Rina Halim,Marketing,1026,Exploring Nature,Maya Halim,Fiksi,Cerita Pendek,2015,2024-01-15,2024-02-03
7181,Umar Halim,IT,1221,The World of Ecology,Sari Gunawan,Teknologi,Pemrograman,1993,2024-12-06,2024-12-24
7182,Indah Prasetyo,Marketing,1100,Understanding Courage,Kiki Hidayat,Sains,Biologi,2012,2025-05-03,2025-05-10
7182,Indah Prasetyo,Marketing,1156,The World of Astronomy,Citra Sukma,Seni,Teater,1997,2024-06-19,2024-07-06
7182,Indah Prasetyo,Marketing,1118,The History of Discovery,Lina Hidayat,Historis,Sejarah Dunia,1993,2024-04-14,2024-05-14
7182,Indah Prasetyo,Marketing,1294,The Future of AI,Maya Sukma,Fiksi,Cerita Pendek,2022,2025-07-28,2025-08-22
7182,Indah Prasetyo,Marketing,1204,The Art of Painting,Umar Wibowo,Historis,Sejarah Lokal,2007,2024-03-15,2024-04-13
7183,Lina Lestari,Customer Service,1113,Mastering Chemistry,Gita Kurniawan,Fiksi,Puisi,2007,2025-02-14,2025-02-24
7183,Lina Lestari,Customer Service,1171,The Science of Gravity,Hadi Wijaya,Teknologi,Pemrograman,2020,2024-04-23,2024-05-07
7183,Lina Lestari,Customer Service,1233,The History of Discovery,Nina Kurniawan,Fiksi,Cerita Pendek,2015,2023-09-30,2023-10-22
7183,Lina Lestari,Customer Service,1101,A Journey through the City,Agus Pratama,Seni,Teater,1992,2024-05-05,2024-05-20
7183,Lina Lestari,Customer Service,1127,The Ancient Art,Hadi Wibowo,Sains,Matematika,1999,2024-08-23,2024-09-06
7184,Gita Wijaya,IT,1216,Exploring Nature,Hadi Santoso,Seni,Musik,1990,2023-12-22,2024-01-03
7184,Gita Wijaya,IT,1158,The World of Astronomy,Maya Halim,Seni,Teater,1999,2024-02-13,2024-02-29
7185,Putri Nugroho,HR,1275,The History of War,Sari Yulianto,Fiksi,Cerita Pendek,2002,2023-11-05,2023-11-19
7185,Putri Nugroho,HR,1191,A Journey through the World,Citra Kurniawan,Historis,Sejarah Dunia,1995,2024-05-02,2024-05-20
7185,Putri Nugroho,HR,1097,The World of Engineering,Oka Lestari,Seni,Fotografi,2018,2023-10-25,2023-11-11
7185,Putri Nugroho,HR,1234,The Art of Programming,Hadi Gunawan,Fiksi,Drama,2005,2023-11-23,2023-12-12
7185,Putri Nugroho,HR,1080,The World of Ecology,Rina Fauzi,Teknologi,AI,2000,2023-10-29,2023-11-09
7186,Hadi Kusuma,Operations,1014,Understanding Love,Rina Pratama,Seni,Fotografi,2001,2025-01-21,2025-02-19
7187,Citra Yulianto,Operations,1273,Understanding Love,Sari Lestari,Sains,Kimia,2019,2025-05-03,2025-05-18
7187,Citra Yulianto,Operations,1255,The Future of VR,Joko Prasetyo,Teknologi,AI,2012,2025-06-20,2025-07-19
7187,Citra Yulianto,Operations,1027,The Great Art,Rina Kurniawan,Historis,Biografi,2010,2023-11-02,2023-11-17
7188,Eka Kusuma,Sales,1201,The Art of Programming,Rina Prasetyo,Seni,Seni Rupa,1991,2023-11-29,2023-12-24
7188,Eka Kusuma,Sales,1156,The World of Astronomy,Citra Sukma,Seni,Teater,1997,2025-06-06,2025-06-18
7188,Eka Kusuma,Sales,1036,The World of Astronomy,Hadi Sukma,Historis,Sejarah Lokal,2014,2024-09-24,2024-10-12
7189,Citra Kusuma,Operations,1261,The Science of Relativity,Hadi Wibowo,Sains,Fisika,1995,2025-01-19,2025-02-11
7189,Citra Kusuma,Operations,1018,Exploring Society,Indah Lestari,Historis,Sejarah Lokal,2018,2023-11-26,2023-12-21
7190,Citra Hidayat,Operations,1178,Exploring Culture,Hadi Yulianto,Historis,Sejarah Dunia,2015,2024-04-25,2024-05-25
7191,Joko Gunawan,Sales,1240,Exploring Nature,Fajar Prasetyo,Seni,Seni Rupa,1993,2023-12-31,2024-01-17
7192,Putri Saputra,Operations,1062,The History of Invention,Oka Sukma,Sains,Matematika,2005,2024-03-05,2024-03-28
7192,Putri Saputra,Operations,1200,The History of War,Kiki Nugroho,Sains,Biologi,2016,2025-06-17,2025-07-14
7192,Putri Saputra,Operations,1221,The World of Ecology,Sari Gunawan,Teknologi,Pemrograman,1993,2024-01-22,2024-02-06
7192,Putri Saputra,Operations,1118,The History of Discovery,Lina Hidayat,Historis,Sejarah Dunia,1993,2024-11-02,2024-11-16
7193,Agus Putra,Finance,1068,Mastering Biology,Putri Pratama,Sains,Kimia,1995,2024-11-25,2024-12-09
7193,Agus Putra,Finance,1038,The Science of Relativity,Sari Fauzi,Sains,Kimia,2012,2024-07-29,2024-08-09
7193,Agus Putra,Finance,1274,The World of Ecology,Eka Wibowo,Seni,Fotografi,1990,2023-09-19,2023-09-26
7193,Agus Putra,Finance,1186,The Ancient History,Dewi Fauzi,Fiksi,Puisi,2013,2024-12-22,2025-01-11
7194,Citra Saputra,HR,1078,The Science of Quantum Mechanics,Indah Prasetyo,Fiksi,Cerita Pendek,1993,2025-05-23,2025-06-16
7194,Citra Saputra,HR,1028,The World of Astronomy,Citra Wibowo,Sains,Matematika,2005,2025-07-16,2025-08-04
7194,Citra Saputra,HR,1160,The Art of Programming,Budi Setiawan,Fiksi,Puisi,2019,2025-02-03,2025-02-21
7195,Nina Gunawan,Customer Service,1039,The History of Revolution,Gita Halim,Sains,Biologi,2007,2025-08-19,2025-09-08
7195,Nina Gunawan,Customer Service,1156,The World of Astronomy,Citra Sukma,Seni,Teater,1997,2023-10-04,2023-10-27
7195,Nina Gunawan,Customer Service,1097,The World of Engineering,Oka Lestari,Seni,Fotografi,2018,2023-10-23,2023-11-22
7195,Nina Gunawan,Customer Service,1110,Understanding Courage,Nina Kusuma,Fiksi,Puisi,2016,2025-05-09,2025-05-17
7196,Dewi Wijaya,Finance,1213,Mastering Mathematics,Gita Santoso,Seni,Teater,2022,2024-04-18,2024-05-14
7196,Dewi Wijaya,Finance,1049,Exploring Nature,Dewi Sukma,Seni,Musik,1997,2024-02-09,2024-03-02
7196,Dewi Wijaya,Finance,1025,The Art of Cooking,Rina Gunawan,Teknologi,Keamanan Siber,2011,2025-02-16,2025-03-11
7197,Rina Kurniawan,Finance,1106,A Journey through the City,Sari Wibowo,Teknologi,Pemrograman,1994,2024-10-09,2024-10-23
7197,Rina Kurniawan,Finance,1019,The World of Medicine,Lina Wijaya,Seni,Fotografi,2012,2025-03-31,2025-04-23
7197,Rina Kurniawan,Finance,1143,The Science of Evolution,Maya Saputra,Sains,Biologi,2014,2024-01-04,2024-01-24
7197,Rina Kurniawan,Finance,1200,The History of War,Kiki Nugroho,Sains,Biologi,2016,2025-02-11,2025-03-05
7197,Rina Kurniawan,Finance,1058,The Art of Painting,Joko Saputra,Historis,Sejarah Lokal,2016,2025-09-03,2025-09-27
7198,Lina Pratama,Operations,1023,The Future of IoT,Citra Saputra,Teknologi,AI,2010,2024-08-17,2024-09-05
7198,Lina Pratama,Operations,1179,Exploring Nature,Agus Wijaya,Seni,Seni Rupa,2004,2025-04-02,2025-04-26
7198,Lina Pratama,Operations,1018,Exploring Society,Indah Lestari,Historis,Sejarah Lokal,2018,2024-02-21,2024-03-11
7198,Lina Pratama,Operations,1195,The Ancient Art,Sari Putra,Historis,Sejarah Dunia,2004,2025-01-12,2025-01-24
7199,Rina Wijaya,HR,1079,Exploring Culture,Oka Prasetyo,Teknologi,Pemrograman,2002,2025-06-24,2025-07-18
7199,Rina Wijaya,HR,1249,A Journey through the Jungle,Eka Fauzi,Sains,Biologi,1992,2024-01-02,2024-01-30
7199,Rina Wijaya,HR,1080,The World of Ecology,Rina Fauzi,Teknologi,AI,2000,2025-07-25,2025-08-10
7199,Rina Wijaya,HR,1000,Exploring Society,Rina Gunawan,Fiksi,Novel,1991,2024-12-11,2024-12-22
7200,Gita Sukma,Marketing,1215,The Art of Programming,Dewi Halim,Sains,Kimia,2002,2024-12-30,2025-01-22
7200,Gita Sukma,Marketing,1144,The History of Invention,Joko Halim,Teknologi,AI,2005,2024-04-25,2024-05-25
7200,Gita Sukma,Marketing,1009,The Art of Cooking,Tina Kurniawan,Historis,Sejarah Lokal,2004,2025-09-08,2025-09-15
7201,Sari Hidayat,HR,1227,The Innovative Adventure,Nina Gunawan,Historis,Sejarah Dunia,2005,2024-09-24,2024-10-04
7201,Sari Hidayat,HR,1266,The Science of Evolution,Dewi Nugroho,Teknologi,Jaringan,2005,2025-06-27,2025-07-12
7201,Sari Hidayat,HR,1299,The Art of Writing,Joko Sari,Seni,Musik,2007,2024-08-29,2024-09-14
7201,Sari Hidayat,HR,1291,The Ancient History,Indah Kurniawan,Sains,Fisika,2022,2025-05-24,2025-06-17
7202,Gita Putra,Customer Service,1133,The World of Medicine,Rina Sukma,Seni,Seni Rupa,2013,2024-10-10,2024-11-01
7203,Indah Prasetyo,HR,1194,Exploring Society,Lina Ramadhan,Historis,Biografi,2013,2024-12-13,2024-12-31
7203,Indah Prasetyo,HR,1269,The Future of VR,Oka Kusuma,Fiksi,Drama,2000,2023-11-19,2023-12-13
7203,Indah Prasetyo,HR,1263,The Art of Painting,Lina Gunawan,Historis,Biografi,2010,2024-08-20,2024-09-11
7203,Indah Prasetyo,HR,1213,Mastering Mathematics,Gita Santoso,Seni,Teater,2022,2023-12-22,2023-12-31
7204,Nina Wibowo,Operations,1023,The Future of IoT,Citra Saputra,Teknologi,AI,2010,2024-04-09,2024-04-25
7204,Nina Wibowo,Operations,1179,Exploring Nature,Agus Wijaya,Seni,Seni Rupa,2004,2024-05-21,2024-05-30
7204,Nina Wibowo,Operations,1187,Mastering Chemistry,Sari Gunawan,Fiksi,Drama,2012,2025-02-06,2025-02-14
7204,Nina Wibowo,Operations,1205,The History of War,Dewi Halim,Sains,Matematika,1994,2025-06-11,2025-07-08
7205,Oka Sari,IT,1016,The History of Discovery,Lina Wibowo,Teknologi,AI,2000,2024-01-25,2024-02-12
7206,Rina Yulianto,R&D,1109,The Future of VR,Tina Prasetyo,Seni,Fotografi,2004,2025-08-30,2025-09-21
7206,Rina Yulianto,R&D,1122,The Future of IoT,Fajar Kusuma,Fiksi,Cerita Pendek,2016,2025-01-15,2025-01-29
7206,Rina Yulianto,R&D,1240,Exploring Nature,Fajar Prasetyo,Seni,Seni Rupa,1993,2023-09-28,2023-10-26
7207,Gita Setiawan,R&D,1285,The World of Medicine,Gita Fauzi,Teknologi,Keamanan Siber,2021,2024-11-08,2024-11-18
7207,Gita Setiawan,R&D,1246,A Journey through the Universe,Kiki Setiawan,Sains,Kimia,2023,2024-09-24,2024-10-10
7207,Gita Setiawan,R&D,1055,Understanding Courage,Hadi Sukma,Teknologi,AI,2006,2025-03-23,2025-04-14
7207,Gita Setiawan,R&D,1082,The History of Discovery,Agus Yulianto,Fiksi,Cerita Pendek,2009,2025-07-30,2025-08-10
7208,Agus Setiawan,IT,1029,The History of Revolution,Kiki Kurniawan,Teknologi,Keamanan Siber,2019,2024-07-03,2024-07-20
7208,Agus Setiawan,IT,1070,Understanding Wisdom,Agus Lestari,Fiksi,Cerita Pendek,2007,2024-08-03,2024-08-10
7208,Agus Setiawan,IT,1191,A Journey through the World,Citra Kurniawan,Historis,Sejarah Dunia,1995,2025-07-14,2025-07-22
7209,Kiki Wibowo,HR,1018,Exploring Society,Indah Lestari,Historis,Sejarah Lokal,2018,2025-01-29,2025-02-17
7209,Kiki Wibowo,HR,1288,The History of War,Sari Ramadhan,Teknologi,AI,2002,2025-06-17,2025-07-08
7209,Kiki Wibowo,HR,1281,The Science of Relativity,Indah Prasetyo,Fiksi,Drama,1997,2024-05-09,2024-06-01
7209,Kiki Wibowo,HR,1106,A Journey through the City,Sari Wibowo,Teknologi,Pemrograman,1994,2025-02-13,2025-03-07
7209,Kiki Wibowo,HR,1290,The History of Discovery,Lina Sukma,Seni,Fotografi,2018,2024-01-26,2024-02-11
7210,Maya Setiawan,R&D,1006,A Journey through the Jungle,Kiki Setiawan,Fiksi,Novel,2008,2024-06-24,2024-07-08
7210,Maya Setiawan,R&D,1103,The Science of Evolution,Kiki Hidayat,Sains,Matematika,2019,2025-03-01,2025-03-15
7211,Budi Santoso,HR,1040,A Journey through the Universe,Sari Wibowo,Seni,Teater,1998,2025-05-31,2025-06-16
7211,Budi Santoso,HR,1149,The Science of Gravity,Fajar Hidayat,Sains,Biologi,2023,2025-06-04,2025-06-18
7211,Budi Santoso,HR,1114,Understanding Courage,Putri Setiawan,Seni,Teater,1998,2023-09-28,2023-10-20
7211,Budi Santoso,HR,1160,The Art of Programming,Budi Setiawan,Fiksi,Puisi,2019,2025-08-18,2025-09-16
7211,Budi Santoso,HR,1080,The World of Ecology,Rina Fauzi,Teknologi,AI,2000,2024-06-20,2024-06-30
7212,Oka Prasetyo,R&D,1138,The Art of Writing,Citra Saputra,Historis,Sejarah Lokal,2015,2024-02-13,2024-03-07
7212,Oka Prasetyo,R&D,1211,The Future of AI,Kiki Fauzi,Fiksi,Cerita Pendek,2002,2025-06-05,2025-06-27
7212,Oka Prasetyo,R&D,1198,The Innovative History,Sari Yulianto,Teknologi,AI,2016,2025-08-19,2025-09-01
7213,Lina Setiawan,R&D,1074,The Art of Painting,Sari Hidayat,Historis,Sejarah Dunia,2022,2024-02-15,2024-03-07
7213,Lina Setiawan,R&D,1172,Understanding Courage,Dewi Fauzi,Teknologi,AI,1993,2024-08-10,2024-09-06
7214,Maya Wijaya,HR,1065,Understanding Wisdom,Citra Halim,Fiksi,Novel,2018,2023-10-18,2023-10-29
7214,Maya Wijaya,HR,1127,The Ancient Art,Hadi Wibowo,Sains,Matematika,1999,2024-04-26,2024-05-12
7215,Budi Yulianto,R&D,1231,Mastering Physics,Joko Sukma,Fiksi,Puisi,2001,2023-11-29,2023-12-27
7215,Budi Yulianto,R&D,1052,The Ancient Art,Dewi Fauzi,Historis,Sejarah Dunia,2019,2024-09-21,2024-10-14
7215,Budi Yulianto,R&D,1094,A Journey through the City,Umar Putra,Teknologi,Pemrograman,2007,2025-04-09,2025-05-09
7215,Budi Yulianto,R&D,1184,Understanding Wisdom,Tina Saputra,Teknologi,Jaringan,2012,2023-10-24,2023-11-08
7216,Dewi Fauzi,IT,1006,A Journey through the Jungle,Kiki Setiawan,Fiksi,Novel,2008,2024-11-24,2024-12-02
7216,Dewi Fauzi,IT,1172,Understanding Courage,Dewi Fauzi,Teknologi,AI,1993,2025-09-05,2025-09-29
7216,Dewi Fauzi,IT,1035,The History of Invention,Oka Kusuma,Seni,Seni Rupa,2017,2024-01-05,2024-01-17
7216,Dewi Fauzi,IT,1211,The Future of AI,Kiki Fauzi,Fiksi,Cerita Pendek,2002,2024-04-19,2024-05-14
7216,Dewi Fauzi,IT,1206,The History of War,Putri Wibowo,Teknologi,Keamanan Siber,2006,2024-01-18,2024-02-09
7217,Rina Kurniawan,Sales,1248,The World of Engineering,Umar Setiawan,Sains,Fisika,2004,2025-04-02,2025-04-21
7217,Rina Kurniawan,Sales,1017,The Future of VR,Umar Sari,Sains,Biologi,2011,2024-03-26,2024-04-15
7217,Rina Kurniawan,Sales,1298,A Journey through the Universe,Agus Saputra,Teknologi,Jaringan,2003,2023-12-03,2023-12-20
7218,Eka Halim,R&D,1165,The History of Revolution,Rina Gunawan,Fiksi,Puisi,2022,2023-09-25,2023-10-06
7218,Eka Halim,R&D,1282,The Great History,Budi Wijaya,Sains,Kimia,2012,2024-02-20,2024-03-06
7218,Eka Halim,R&D,1144,The History of Invention,Joko Halim,Teknologi,AI,2005,2025-08-20,2025-09-13
7218,Eka Halim,R&D,1155,The Future of AI,Tina Setiawan,Historis,Biografi,2007,2024-02-09,2024-02-24
7218,Eka Halim,R&D,1079,Exploring Culture,Oka Prasetyo,Teknologi,Pemrograman,2002,2025-03-12,2025-04-05
